artist;track_name;genius/lyrics;genius/lyrics_annotation;musicbrainz/work_meta;musicbrainz/recording_meta;musicbrainz/release_meta;musicbrainz/artist_meta;secondhandsong/artist_meta;sonar_id;chord_annotation_id
Gerhard Hu_sch;NF;NF;NF;work_bd1bba90-c41b-3499-971d-d98e9a4717d2.json;recording_e2b9f10d-25cd-46b8-a565-b15da5d42ad3.json;release_9e2fcbe4-e7f3-45c2-b24e-eb304f261fa9.json;artist_e2b9f10d-25cd-46b8-a565-b15da5d42ad3.json;NF;N/A;
Gerhard Hu_sch;NF;NF;NF;work_5e734626-1ccc-3399-97ea-76b872f34efd.json;recording_8569bd3e-eca9-495c-99db-ab35e65e2251.json;release_9e2fcbe4-e7f3-45c2-b24e-eb304f261fa9.json;artist_8569bd3e-eca9-495c-99db-ab35e65e2251.json;NF;N/A;
Gerhard Hu_sch;NF;NF;NF;work_2b91cea1-60b6-302c-8b3a-4c43d38d3228.json;recording_d94d4166-c6fc-4932-baa8-e79534592f37.json;release_9e2fcbe4-e7f3-45c2-b24e-eb304f261fa9.json;artist_d94d4166-c6fc-4932-baa8-e79534592f37.json;NF;N/A;
Gerhard Hu_sch;NF;NF;NF;work_e524702a-a5ab-339f-931b-11d7f5d4b9fc.json;recording_a2a119d4-7385-450c-876d-88e155f7fa6b.json;release_9e2fcbe4-e7f3-45c2-b24e-eb304f261fa9.json;artist_a2a119d4-7385-450c-876d-88e155f7fa6b.json;NF;N/A;
Gerhard Hu_sch;NF;NF;NF;work_8d7009f3-e1ec-3680-bb81-4e5678e72094.json;recording_9d10e1cb-e42e-488e-85b7-faf7025b5b77.json;release_9e2fcbe4-e7f3-45c2-b24e-eb304f261fa9.json;artist_9d10e1cb-e42e-488e-85b7-faf7025b5b77.json;NF;N/A;
Gerhard Hu_sch;NF;NF;NF;work_d01dc6e9-5e62-316c-8ee4-b6ffe66135c9.json;recording_9c33de1b-6bc8-480b-97e0-5164586bb913.json;release_9e2fcbe4-e7f3-45c2-b24e-eb304f261fa9.json;artist_9c33de1b-6bc8-480b-97e0-5164586bb913.json;NF;N/A;
Gerhard Hu_sch;NF;NF;NF;work_8777bf67-d96c-3adc-bb99-23ff38ad7560.json;recording_27ac5324-bb81-4113-b4d1-c55a159e1ab0.json;release_9e2fcbe4-e7f3-45c2-b24e-eb304f261fa9.json;artist_27ac5324-bb81-4113-b4d1-c55a159e1ab0.json;NF;N/A;
Gerhard Hu_sch;NF;NF;NF;work_26caae14-032b-3fd1-b32b-89b0d319fc63.json;recording_2afa5bed-d2eb-46c9-b4e2-bcadb64d2f95.json;release_9e2fcbe4-e7f3-45c2-b24e-eb304f261fa9.json;artist_2afa5bed-d2eb-46c9-b4e2-bcadb64d2f95.json;NF;N/A;
Gerhard Hu_sch;NF;NF;NF;work_21fb65d7-3341-37ae-9e4d-f9a4157490eb.json;recording_eda274ad-a96e-46e7-b6b6-050303abf03a.json;release_9e2fcbe4-e7f3-45c2-b24e-eb304f261fa9.json;artist_eda274ad-a96e-46e7-b6b6-050303abf03a.json;NF;N/A;
Gerhard Hu_sch;NF;NF;NF;work_541159ea-0c84-332f-a2dd-7ac293754c6e.json;recording_d3bd7ba8-3482-48e7-8286-593ae0da533c.json;release_9e2fcbe4-e7f3-45c2-b24e-eb304f261fa9.json;artist_d3bd7ba8-3482-48e7-8286-593ae0da533c.json;NF;N/A;
Gerhard Hu_sch;NF;NF;NF;work_84e129e5-a742-37ee-ab52-49f47ce1b131.json;recording_23fec45b-d471-4c5e-9b55-691f61dcdf82.json;release_9e2fcbe4-e7f3-45c2-b24e-eb304f261fa9.json;artist_23fec45b-d471-4c5e-9b55-691f61dcdf82.json;NF;N/A;
Gerhard Hu_sch;NF;NF;NF;work_426277cc-04f4-3c29-8395-17008584a11b.json;recording_20216d58-9f6e-4911-bc8a-2bfc4cab84df.json;release_9e2fcbe4-e7f3-45c2-b24e-eb304f261fa9.json;artist_20216d58-9f6e-4911-bc8a-2bfc4cab84df.json;NF;N/A;
Gerhard Hu_sch;NF;NF;NF;work_039ecc38-4c6c-3088-8a6c-6d5add4273b1.json;recording_47f04218-eb88-4462-aa38-14ab0da3053b.json;release_9e2fcbe4-e7f3-45c2-b24e-eb304f261fa9.json;artist_47f04218-eb88-4462-aa38-14ab0da3053b.json;NF;N/A;
Gerhard Hu_sch;NF;NF;NF;work_acbbe452-9664-3f04-a0d2-a746787b33ab.json;recording_62f1b2ca-0c91-4b92-9197-22f7c9d808a6.json;release_9e2fcbe4-e7f3-45c2-b24e-eb304f261fa9.json;artist_62f1b2ca-0c91-4b92-9197-22f7c9d808a6.json;NF;N/A;
Gerhard Hu_sch;NF;NF;NF;work_b535b439-9c59-3572-9eb2-b26ece1311b9.json;recording_3df90bc3-c39c-41c6-9823-9d033c42f5dd.json;release_9e2fcbe4-e7f3-45c2-b24e-eb304f261fa9.json;artist_3df90bc3-c39c-41c6-9823-9d033c42f5dd.json;NF;N/A;
Gerhard Hu_sch;NF;NF;NF;work_1188f027-a194-3fb4-b0cf-ee4516c8e0d9.json;recording_4df99850-20ec-472b-9102-7ea55bfb634a.json;release_9e2fcbe4-e7f3-45c2-b24e-eb304f261fa9.json;artist_4df99850-20ec-472b-9102-7ea55bfb634a.json;NF;N/A;
Gerhard Hu_sch;NF;NF;NF;work_27c70cf0-cb19-3b00-8b2f-12ab9c03a55f.json;recording_f45059c0-4379-416d-ac56-4f10bc013dec.json;release_9e2fcbe4-e7f3-45c2-b24e-eb304f261fa9.json;artist_f45059c0-4379-416d-ac56-4f10bc013dec.json;NF;N/A;
Gerhard Hu_sch;NF;NF;NF;work_3a4fa92d-419f-3256-9703-c79159d7c7e0.json;recording_318d5495-cecb-4b8b-93c3-19f7888e095e.json;release_9e2fcbe4-e7f3-45c2-b24e-eb304f261fa9.json;artist_318d5495-cecb-4b8b-93c3-19f7888e095e.json;NF;N/A;
Gerhard Hu_sch;NF;NF;NF;work_5b20fb20-09d8-3c55-8790-24fed8cb1399.json;recording_29c401d7-0dca-4647-9f65-88e82e17cb8f.json;release_9e2fcbe4-e7f3-45c2-b24e-eb304f261fa9.json;artist_29c401d7-0dca-4647-9f65-88e82e17cb8f.json;NF;N/A;
Gerhard Hu_sch;NF;NF;NF;work_59909dea-6a7e-36fb-9954-d81dbb19cb3f.json;recording_deed0edc-7e22-4232-bf3d-105dd48b9e78.json;release_9e2fcbe4-e7f3-45c2-b24e-eb304f261fa9.json;artist_deed0edc-7e22-4232-bf3d-105dd48b9e78.json;NF;N/A;
Gerhard Hu_sch;NF;NF;NF;work_bd1bba90-c41b-3499-971d-d98e9a4717d2.json;recording_d2e2c19e-5e73-40f9-8c02-da5d78994512.json;release_9e2fcbe4-e7f3-45c2-b24e-eb304f261fa9.json;artist_d2e2c19e-5e73-40f9-8c02-da5d78994512.json;NF;N/A;
Gerhard Hu_sch;NF;NF;NF;work_5e734626-1ccc-3399-97ea-76b872f34efd.json;recording_9322cbbe-73f1-4275-b7d6-7d0ef256cbcd.json;release_9e2fcbe4-e7f3-45c2-b24e-eb304f261fa9.json;artist_9322cbbe-73f1-4275-b7d6-7d0ef256cbcd.json;NF;N/A;
Gerhard Hu_sch;NF;NF;NF;work_2b91cea1-60b6-302c-8b3a-4c43d38d3228.json;recording_5ac61a34-87e5-46fd-9a64-03144befb990.json;release_9e2fcbe4-e7f3-45c2-b24e-eb304f261fa9.json;artist_5ac61a34-87e5-46fd-9a64-03144befb990.json;NF;N/A;
Gerhard Hu_sch;NF;NF;NF;work_e524702a-a5ab-339f-931b-11d7f5d4b9fc.json;recording_01717bc7-3df7-4f86-86db-5423cfa02049.json;release_9e2fcbe4-e7f3-45c2-b24e-eb304f261fa9.json;artist_01717bc7-3df7-4f86-86db-5423cfa02049.json;NF;N/A;
Gerhard Hu_sch;NF;NF;NF;work_8d7009f3-e1ec-3680-bb81-4e5678e72094.json;recording_7a11452f-1a39-451f-806f-a4cdca167476.json;release_9e2fcbe4-e7f3-45c2-b24e-eb304f261fa9.json;artist_7a11452f-1a39-451f-806f-a4cdca167476.json;NF;N/A;
Gerhard Hu_sch;NF;NF;NF;work_d01dc6e9-5e62-316c-8ee4-b6ffe66135c9.json;recording_3174ccab-4f16-4c5a-a79a-fe86adcbf092.json;release_9e2fcbe4-e7f3-45c2-b24e-eb304f261fa9.json;artist_3174ccab-4f16-4c5a-a79a-fe86adcbf092.json;NF;N/A;
Gerhard Hu_sch;NF;NF;NF;work_8777bf67-d96c-3adc-bb99-23ff38ad7560.json;recording_65e3893c-78c2-4273-8868-110c7340cd00.json;release_9e2fcbe4-e7f3-45c2-b24e-eb304f261fa9.json;artist_65e3893c-78c2-4273-8868-110c7340cd00.json;NF;N/A;
Gerhard Hu_sch;NF;NF;NF;work_26caae14-032b-3fd1-b32b-89b0d319fc63.json;recording_04b7e1af-798a-4476-8eb9-187cfd67c11f.json;release_9e2fcbe4-e7f3-45c2-b24e-eb304f261fa9.json;artist_04b7e1af-798a-4476-8eb9-187cfd67c11f.json;NF;N/A;
Gerhard Hu_sch;NF;NF;NF;work_21fb65d7-3341-37ae-9e4d-f9a4157490eb.json;recording_62b67163-925e-4f9a-b8e7-f0e03ddbe3f5.json;release_9e2fcbe4-e7f3-45c2-b24e-eb304f261fa9.json;artist_62b67163-925e-4f9a-b8e7-f0e03ddbe3f5.json;NF;N/A;
Gerhard Hu_sch;NF;NF;NF;work_541159ea-0c84-332f-a2dd-7ac293754c6e.json;recording_7c42fd1e-c863-4816-9358-b0b99e9d8d08.json;release_9e2fcbe4-e7f3-45c2-b24e-eb304f261fa9.json;artist_7c42fd1e-c863-4816-9358-b0b99e9d8d08.json;NF;N/A;
Gerhard Hu_sch;NF;NF;NF;work_84e129e5-a742-37ee-ab52-49f47ce1b131.json;recording_3dc97c3e-0692-4d3c-97d9-7d657301551d.json;release_9e2fcbe4-e7f3-45c2-b24e-eb304f261fa9.json;artist_3dc97c3e-0692-4d3c-97d9-7d657301551d.json;NF;N/A;
Gerhard Hu_sch;NF;NF;NF;work_426277cc-04f4-3c29-8395-17008584a11b.json;recording_7aa95d5a-1cc2-4aed-9dd1-392c73bf2979.json;release_9e2fcbe4-e7f3-45c2-b24e-eb304f261fa9.json;artist_7aa95d5a-1cc2-4aed-9dd1-392c73bf2979.json;NF;N/A;
Gerhard Hu_sch;NF;NF;NF;work_039ecc38-4c6c-3088-8a6c-6d5add4273b1.json;recording_a0218192-06d6-4b96-aa8b-ce888acd625a.json;release_9e2fcbe4-e7f3-45c2-b24e-eb304f261fa9.json;artist_a0218192-06d6-4b96-aa8b-ce888acd625a.json;NF;N/A;
Gerhard Hu_sch;NF;NF;NF;work_acbbe452-9664-3f04-a0d2-a746787b33ab.json;recording_17833ee0-471b-47a3-93c5-a377fae34dce.json;release_9e2fcbe4-e7f3-45c2-b24e-eb304f261fa9.json;artist_17833ee0-471b-47a3-93c5-a377fae34dce.json;NF;N/A;
Gerhard Hu_sch;NF;NF;NF;work_b535b439-9c59-3572-9eb2-b26ece1311b9.json;recording_f2bd0ba4-025f-400f-87a0-249705914e66.json;release_9e2fcbe4-e7f3-45c2-b24e-eb304f261fa9.json;artist_f2bd0ba4-025f-400f-87a0-249705914e66.json;NF;N/A;
Gerhard Hu_sch;NF;NF;NF;work_1188f027-a194-3fb4-b0cf-ee4516c8e0d9.json;recording_9a486fa1-dea5-4633-927a-0e1fddb934e2.json;release_9e2fcbe4-e7f3-45c2-b24e-eb304f261fa9.json;artist_9a486fa1-dea5-4633-927a-0e1fddb934e2.json;NF;N/A;
Gerhard Hu_sch;NF;NF;NF;work_27c70cf0-cb19-3b00-8b2f-12ab9c03a55f.json;recording_4bb2dd16-c83c-438b-90d4-aa354d09fc5c.json;release_9e2fcbe4-e7f3-45c2-b24e-eb304f261fa9.json;artist_4bb2dd16-c83c-438b-90d4-aa354d09fc5c.json;NF;N/A;
Gerhard Hu_sch;NF;NF;NF;work_3a4fa92d-419f-3256-9703-c79159d7c7e0.json;recording_c2bb7854-f160-4ea2-89e0-916a02a05a54.json;release_9e2fcbe4-e7f3-45c2-b24e-eb304f261fa9.json;artist_c2bb7854-f160-4ea2-89e0-916a02a05a54.json;NF;N/A;
Gerhard Hu_sch;NF;NF;NF;work_5b20fb20-09d8-3c55-8790-24fed8cb1399.json;recording_cb462a6c-7fe2-4d8d-83ba-03f763402863.json;release_9e2fcbe4-e7f3-45c2-b24e-eb304f261fa9.json;artist_cb462a6c-7fe2-4d8d-83ba-03f763402863.json;NF;N/A;
Gerhard Hu_sch;NF;NF;NF;work_59909dea-6a7e-36fb-9954-d81dbb19cb3f.json;recording_c30066ae-d4e3-4044-89c8-482ac2fa8de8.json;release_9e2fcbe4-e7f3-45c2-b24e-eb304f261fa9.json;artist_c30066ae-d4e3-4044-89c8-482ac2fa8de8.json;NF;N/A;
"Gerhard Hu_sch; Hanns-Udo Muller";Gute Nacht;NF;NF;work_485e9c1b-8b7f-32cd-8511-83f0259088e8.json;recording_2c87c03e-ec27-4d5b-aeda-061b936a6150.json;release_9e2fcbe4-e7f3-45c2-b24e-eb304f261fa9.json;artist_2c87c03e-ec27-4d5b-aeda-061b936a6150.json;NF;schubert-winterreise_95;
"Gerhard Hu_sch; Hanns-Udo Muller";Die Wetterfahne;NF;NF;work_2d92753d-b093-31d8-82f8-0cb4c46085a8.json;recording_ec1403e2-a90c-40ee-bb4e-89426fdd832d.json;release_9e2fcbe4-e7f3-45c2-b24e-eb304f261fa9.json;artist_ec1403e2-a90c-40ee-bb4e-89426fdd832d.json;NF;schubert-winterreise_153;
"Gerhard Hu_sch; Hanns-Udo Muller";Gefror'ne Tränen;NF;NF;work_cd3fd316-0c77-3aee-a71a-07b89cf1ae87.json;recording_834666c7-1f47-4824-a8c9-6d1be7838a35.json;release_9e2fcbe4-e7f3-45c2-b24e-eb304f261fa9.json;artist_834666c7-1f47-4824-a8c9-6d1be7838a35.json;NF;schubert-winterreise_211;
"Gerhard Hu_sch; Hanns-Udo Muller";Erstarrung;NF;NF;work_b4569220-e114-3996-858b-9f04abb95cec.json;recording_b0df7244-a105-44be-9da2-f65dfd12f73c.json;release_9e2fcbe4-e7f3-45c2-b24e-eb304f261fa9.json;artist_b0df7244-a105-44be-9da2-f65dfd12f73c.json;NF;schubert-winterreise_118;
"Gerhard Hu_sch; Hanns-Udo Muller";Der Lindenbaum;NF;NF;work_bfc17ef3-8807-3c31-8863-efd3a7463405.json;recording_4b24f87b-9e1e-4753-acba-711b3bb5aa93.json;release_9e2fcbe4-e7f3-45c2-b24e-eb304f261fa9.json;artist_4b24f87b-9e1e-4753-acba-711b3bb5aa93.json;NF;schubert-winterreise_172;
"Gerhard Hu_sch; Hanns-Udo Muller";Wasserflut;NF;NF;work_6cd9a8e9-7c14-3161-8c4a-79b713eddb52.json;recording_7a05e1fa-97c3-4dce-b1e3-0922a33f42ee.json;release_9e2fcbe4-e7f3-45c2-b24e-eb304f261fa9.json;artist_7a05e1fa-97c3-4dce-b1e3-0922a33f42ee.json;NF;schubert-winterreise_19;
"Gerhard Hu_sch; Hanns-Udo Muller";Auf dem Flusse;NF;NF;work_07cb5e1b-d3c5-3d3c-afd5-2dab83ee1de9.json;recording_cc471c0a-9bfc-4e31-801b-140b50a232c6.json;release_9e2fcbe4-e7f3-45c2-b24e-eb304f261fa9.json;artist_cc471c0a-9bfc-4e31-801b-140b50a232c6.json;NF;schubert-winterreise_78;
"Gerhard Hu_sch; Hanns-Udo Muller";Rückblick;NF;NF;work_59e9f581-5fab-312f-b6d1-06781254d2e6.json;recording_d023adaa-47f9-468f-a89d-a66c51f052fa.json;release_9e2fcbe4-e7f3-45c2-b24e-eb304f261fa9.json;artist_d023adaa-47f9-468f-a89d-a66c51f052fa.json;NF;schubert-winterreise_163;
"Gerhard Hu_sch; Hanns-Udo Muller";Irrlicht;NF;NF;work_2113b47d-5848-32d6-bdb1-737906af0f56.json;recording_4808fa04-4bef-49cb-9988-e8227753ee1b.json;release_9e2fcbe4-e7f3-45c2-b24e-eb304f261fa9.json;artist_4808fa04-4bef-49cb-9988-e8227753ee1b.json;NF;schubert-winterreise_108;
"Gerhard Hu_sch; Hanns-Udo Muller";Rast;NF;NF;work_7a7d1eef-3aec-395b-9b3b-78b527db0e62.json;recording_37acc92f-cdb8-4b34-91e0-a726a09092a0.json;release_9e2fcbe4-e7f3-45c2-b24e-eb304f261fa9.json;artist_37acc92f-cdb8-4b34-91e0-a726a09092a0.json;NF;schubert-winterreise_122;
"Gerhard Hu_sch; Hanns-Udo Muller";Frühlingstraum;NF;NF;work_7b7e76cc-4cdf-316f-9088-910a0032a8f1.json;recording_b0c1b1b6-81d0-4a17-98e6-50ce0f964681.json;release_9e2fcbe4-e7f3-45c2-b24e-eb304f261fa9.json;artist_b0c1b1b6-81d0-4a17-98e6-50ce0f964681.json;NF;schubert-winterreise_170;
"Gerhard Hu_sch; Hanns-Udo Muller";Einsamkeit;NF;NF;work_855a2fe2-5274-388a-9817-b00f65b8616a.json;recording_36ca371e-c657-47b0-8922-863bd6959e01.json;release_9e2fcbe4-e7f3-45c2-b24e-eb304f261fa9.json;artist_36ca371e-c657-47b0-8922-863bd6959e01.json;NF;schubert-winterreise_20;
"Gerhard Hu_sch; Hanns-Udo Muller";Die Post;NF;NF;work_c722969e-2248-3e31-962b-dbc4195dbf4e.json;recording_b3e17d95-0ae3-4bc6-b0e5-ef5afd134d39.json;release_9e2fcbe4-e7f3-45c2-b24e-eb304f261fa9.json;artist_b3e17d95-0ae3-4bc6-b0e5-ef5afd134d39.json;NF;schubert-winterreise_72;
"Gerhard Hu_sch; Hanns-Udo Muller";Der greise Kopf;NF;NF;work_3d260810-bbd1-3b9a-b317-22ccc010efb9.json;recording_ab29bfc5-e096-49fa-a35b-13be1a167228.json;release_9e2fcbe4-e7f3-45c2-b24e-eb304f261fa9.json;artist_ab29bfc5-e096-49fa-a35b-13be1a167228.json;NF;schubert-winterreise_39;
"Gerhard Hu_sch; Hanns-Udo Muller";Die Krähe;NF;NF;work_fa639922-f1ee-33e9-a738-ba1a634ef000.json;recording_f640a2e8-e6b1-486d-b641-7a913276a3a5.json;release_9e2fcbe4-e7f3-45c2-b24e-eb304f261fa9.json;artist_f640a2e8-e6b1-486d-b641-7a913276a3a5.json;NF;schubert-winterreise_92;
"Gerhard Hu_sch; Hanns-Udo Muller";Letzte Hoffnung;NF;NF;work_26b535e0-7b11-3f29-ad78-40699bb889b7.json;recording_93f50e56-3d68-426b-84af-c25707f240ef.json;release_9e2fcbe4-e7f3-45c2-b24e-eb304f261fa9.json;artist_93f50e56-3d68-426b-84af-c25707f240ef.json;NF;schubert-winterreise_159;
"Gerhard Hu_sch; Hanns-Udo Muller";Im Dorfe;NF;NF;work_6c86b879-2589-3ce5-b611-c816bbc35241.json;recording_b6f6a804-a1c0-45b2-8ed3-6f19f260e326.json;release_9e2fcbe4-e7f3-45c2-b24e-eb304f261fa9.json;artist_b6f6a804-a1c0-45b2-8ed3-6f19f260e326.json;NF;schubert-winterreise_209;
"Gerhard Hu_sch; Hanns-Udo Muller";Der stürmische Morgen;NF;NF;work_86dcae05-2e73-316c-a458-06a9f0613239.json;recording_ad16ea1b-837d-42c8-89dd-109b18e34e5e.json;release_9e2fcbe4-e7f3-45c2-b24e-eb304f261fa9.json;artist_ad16ea1b-837d-42c8-89dd-109b18e34e5e.json;NF;schubert-winterreise_81;
"Gerhard Hu_sch; Hanns-Udo Muller";Täuschung;NF;NF;work_cdf92068-b39e-3a3b-90d4-47b1d28aaf55.json;recording_10514ba2-d94d-4647-b517-17bcb6e56f1f.json;release_9e2fcbe4-e7f3-45c2-b24e-eb304f261fa9.json;artist_10514ba2-d94d-4647-b517-17bcb6e56f1f.json;NF;schubert-winterreise_28;
"Gerhard Hu_sch; Hanns-Udo Muller";Der Wegweiser;NF;NF;work_d86fc5f7-ab2b-302e-82dd-e308f6926589.json;recording_bac32cf9-6051-474e-9385-40e0d37973e9.json;release_9e2fcbe4-e7f3-45c2-b24e-eb304f261fa9.json;artist_bac32cf9-6051-474e-9385-40e0d37973e9.json;NF;schubert-winterreise_98;
"Gerhard Hu_sch; Hanns-Udo Muller";Das Wirtshaus;NF;NF;work_b8ae8cca-8131-3021-9d70-0b069cec6f43.json;recording_96d80232-2b3e-4b74-9887-5ee1c5133c48.json;release_9e2fcbe4-e7f3-45c2-b24e-eb304f261fa9.json;artist_96d80232-2b3e-4b74-9887-5ee1c5133c48.json;NF;schubert-winterreise_48;
"Gerhard Hu_sch; Hanns-Udo Muller";Mut;NF;NF;work_6e3127a4-fade-3c3c-8389-4e018cfef4b1.json;recording_fe3bb035-f92e-4146-891b-3b961396fd6f.json;release_9e2fcbe4-e7f3-45c2-b24e-eb304f261fa9.json;artist_fe3bb035-f92e-4146-891b-3b961396fd6f.json;NF;schubert-winterreise_197;
"Gerhard Hu_sch; Hanns-Udo Muller";Die Nebensonnen;NF;NF;work_ac39ca1c-c000-3eaa-b6d7-4463496f3306.json;recording_2cc94385-d8b7-4885-bb64-653f7f75c8cb.json;release_9e2fcbe4-e7f3-45c2-b24e-eb304f261fa9.json;artist_2cc94385-d8b7-4885-bb64-653f7f75c8cb.json;NF;schubert-winterreise_148;
"Gerhard Hu_sch; Hanns-Udo Muller";Der Leiermann;NF;NF;work_f5fece54-67ce-302b-a648-14fe3cafc9dd.json;recording_8143610f-004e-4fc4-9b12-0ae96e4fd795.json;release_9e2fcbe4-e7f3-45c2-b24e-eb304f261fa9.json;artist_8143610f-004e-4fc4-9b12-0ae96e4fd795.json;NF;schubert-winterreise_180;
"Gerhard Hu_sch; Hanns-Udo Muller";Gute Nacht;NF;NF;work_485e9c1b-8b7f-32cd-8511-83f0259088e8.json;recording_82f07afc-9cc9-4033-ab19-acb8067829ed.json;release_9e2fcbe4-e7f3-45c2-b24e-eb304f261fa9.json;artist_82f07afc-9cc9-4033-ab19-acb8067829ed.json;NF;schubert-winterreise_95;
"Gerhard Hu_sch; Hanns-Udo Muller";Die Wetterfahne;NF;NF;work_2d92753d-b093-31d8-82f8-0cb4c46085a8.json;recording_830a91b8-7efa-446e-9137-2b621f3a4a5a.json;release_9e2fcbe4-e7f3-45c2-b24e-eb304f261fa9.json;artist_830a91b8-7efa-446e-9137-2b621f3a4a5a.json;NF;schubert-winterreise_153;
"Gerhard Hu_sch; Hanns-Udo Muller";Gefror'ne Tränen;NF;NF;work_cd3fd316-0c77-3aee-a71a-07b89cf1ae87.json;recording_cfba0f2f-6a76-4655-8705-3f3703d0e1fa.json;release_9e2fcbe4-e7f3-45c2-b24e-eb304f261fa9.json;artist_cfba0f2f-6a76-4655-8705-3f3703d0e1fa.json;NF;schubert-winterreise_211;
"Gerhard Hu_sch; Hanns-Udo Muller";Erstarrung;NF;NF;work_b4569220-e114-3996-858b-9f04abb95cec.json;recording_553b54b5-16d2-40ec-8b88-c4c5aaf9d41a.json;release_9e2fcbe4-e7f3-45c2-b24e-eb304f261fa9.json;artist_553b54b5-16d2-40ec-8b88-c4c5aaf9d41a.json;NF;schubert-winterreise_118;
"Gerhard Hu_sch; Hanns-Udo Muller";Der Lindenbaum;NF;NF;work_bfc17ef3-8807-3c31-8863-efd3a7463405.json;recording_22eec625-3e73-42ec-b8ec-918c76f15a95.json;release_9e2fcbe4-e7f3-45c2-b24e-eb304f261fa9.json;artist_22eec625-3e73-42ec-b8ec-918c76f15a95.json;NF;schubert-winterreise_172;
"Gerhard Hu_sch; Hanns-Udo Muller";Wasserflut;NF;NF;work_6cd9a8e9-7c14-3161-8c4a-79b713eddb52.json;recording_8e3d68c9-4b5c-4dd3-a398-ef2d1aa77bd6.json;release_9e2fcbe4-e7f3-45c2-b24e-eb304f261fa9.json;artist_8e3d68c9-4b5c-4dd3-a398-ef2d1aa77bd6.json;NF;schubert-winterreise_19;
"Gerhard Hu_sch; Hanns-Udo Muller";Auf dem Flusse;NF;NF;work_07cb5e1b-d3c5-3d3c-afd5-2dab83ee1de9.json;recording_a2290230-023a-42b3-8fc2-700dde5bfe50.json;release_9e2fcbe4-e7f3-45c2-b24e-eb304f261fa9.json;artist_a2290230-023a-42b3-8fc2-700dde5bfe50.json;NF;schubert-winterreise_78;
"Gerhard Hu_sch; Hanns-Udo Muller";Rückblick;NF;NF;work_59e9f581-5fab-312f-b6d1-06781254d2e6.json;recording_e5279511-1bbb-41be-9fca-5cf3d881e184.json;release_9e2fcbe4-e7f3-45c2-b24e-eb304f261fa9.json;artist_e5279511-1bbb-41be-9fca-5cf3d881e184.json;NF;schubert-winterreise_163;
"Gerhard Hu_sch; Hanns-Udo Muller";Irrlicht;NF;NF;work_2113b47d-5848-32d6-bdb1-737906af0f56.json;recording_fd5ddbdf-d02f-47c1-8259-424fb74a19b9.json;release_9e2fcbe4-e7f3-45c2-b24e-eb304f261fa9.json;artist_fd5ddbdf-d02f-47c1-8259-424fb74a19b9.json;NF;schubert-winterreise_108;
"Gerhard Hu_sch; Hanns-Udo Muller";Rast;NF;NF;work_7a7d1eef-3aec-395b-9b3b-78b527db0e62.json;recording_eb5cf0d0-6562-44fa-a1a1-e0fffbec42a5.json;release_9e2fcbe4-e7f3-45c2-b24e-eb304f261fa9.json;artist_eb5cf0d0-6562-44fa-a1a1-e0fffbec42a5.json;NF;schubert-winterreise_122;
"Gerhard Hu_sch; Hanns-Udo Muller";Frühlingstraum;NF;NF;work_7b7e76cc-4cdf-316f-9088-910a0032a8f1.json;recording_c0be5f3c-dcce-4d12-a140-c74f03ec519b.json;release_9e2fcbe4-e7f3-45c2-b24e-eb304f261fa9.json;artist_c0be5f3c-dcce-4d12-a140-c74f03ec519b.json;NF;schubert-winterreise_170;
"Gerhard Hu_sch; Hanns-Udo Muller";Einsamkeit;NF;NF;work_855a2fe2-5274-388a-9817-b00f65b8616a.json;recording_0e5875c1-6ff6-4617-bdfd-9af7f25537b4.json;release_9e2fcbe4-e7f3-45c2-b24e-eb304f261fa9.json;artist_0e5875c1-6ff6-4617-bdfd-9af7f25537b4.json;NF;schubert-winterreise_20;
